"","X1","X2"
"1",0,0
"2",9.02810502662285e+25,5.33552872303694e+49
"3",4.85301369021234e+25,1.53763075884622e+49
"4",2.81670774873688e+25,3.30764596912004e+48
"5",1.19083489651217e+25,1.02811977805915e+48
"6",7.2113816674563e+24,2.46451901488309e+47
"7",4.00815129440561e+24,1.00034984533072e+47
"8",1.91305517635615e+24,2.21825529251475e+46
"9",8.70512661374448e+23,4.5266210601862e+45
"10",4.24196152521567e+23,1.10622607304469e+45
"11",2.03381599156166e+23,2.24674835385371e+44
"12",9.75527732519473e+22,5.7942178875574e+43
"13",5.15340831152037e+22,1.53525462309963e+43
"14",2.14071084744007e+22,3.15768886233585e+42
"15",1.13322608679996e+22,6.49472480819533e+41
"16",4.53039050411841e+21,1.49846714926272e+41
"17",2.36735472432079e+21,2.82725095787473e+40
"18",1.28478109686798e+21,5.80346766171424e+39
"19",5.55146454593986e+20,1.75573766600189e+39
"20",3.21599683474015e+20,4.53827209141016e+38
"21",1.50774162278113e+20,1.29010160491888e+38
"22",66596676208724664320,2.59070648572234e+37
"23",38752919754351779840,7.88423494822343e+36
"24",17390021746579357696,1.89665194476605e+36
"25",8239372398064104448,4.17863716798944e+35
"26",4778648773605691392,9.07279586498329e+34
"27",2211167647648231936,2.69635506805463e+34
"28",1088804224125562624,6.45495073862042e+33
"29",494316706441273728,1.28986626626685e+33
"30",225721905121131904,2.61205241056724e+32
"31",122934944470475664,8.66120585304533e+31
"32",59507581208453568,1.87998279922656e+31
"33",29641447931604440,4.64372432372015e+30
"34",17145114550017850,1.33826806256302e+30
"35",8678798172472153,3.87806103469962e+29
"36",3975383855924757,9.51189380093521e+28
"37",1967252550420376,2.4416653910473e+28
"38",1288055011733059,6.00968089956548e+27
"39",602659413685524,1.90809577680849e+27
"40",305519420502611,4.23449590237252e+26
"41",158477779640648,1.13299812503586e+26
"42",62774877341573.6,2.44786309041783e+25
"43",38361858701480.5,7.62674432536525e+24
"44",20547740659555.8,1.73785029482071e+24
"45",11016407468632.3,4.57104168610291e+23
"46",5919010522244.77,1.45179851440306e+23
"47",2555948835745.89,3.75226296740272e+22
"48",1384925694864.86,1.05927697185009e+22
"49",702322079136.571,2.57527599578007e+21
"50",357091966601.259,5.37273364350479e+20
"51",186853552969.146,1.544177163636e+20
"52",93453574525.2673,49075075437793730560
"53",34865131355.7821,10344544094434383872
"54",19597376177.3761,2171453675464178176
"55",8086529577.87172,557398505832377984
"56",4666549286.37385,129202942379830352
"57",2305120748.06695,27085437640429260
"58",1072378289.82502,6906930524217062
"59",558089865.647679,2358048048979660
"60",290363068.146283,585854673356713
"61",151146442.014411,144714506606358
"62",85561831.1538849,36624234988765.8
"63",35438089.5561554,8699072121126.97
"64",17059711.3488718,2094323107902.27
"65",8364793.0065024,491689816290.289
"66",5976083.58102162,126124764111.365
"67",2539885.14429338,38585752105.8307
"68",1270093.19308531,10027125846.8094
"69",620202.472604315,1977712692.60697
"70",208869.084185227,411062449.30705
"71",95987.7981885562,85295100.4717189
"72",48327.1267005452,11355204.3896634
"73",19348.6559132361,2648032.13595425
"74",9608.06983455657,560512.379770547
"75",4584.19207845908,132051.772935228
"76",2388.42081039142,35875.3660623217
"77",1060.69069275116,11385.0551495344
"78",594.312208845873,2802.81478923107
"79",371.10722319192,517.538058379673
"80",189.216560419494,148.340427502843
"81",120.451280083469,57.4620928041314
"82",87.1577664762318,35.3303783118391
"83",63.2813315275043,22.5533142755429
"84",46.2753821145965,17.6356115603266
"85",32.5622443140713,12.2570591999394
"86",19.9048574965393,7.88711498905504
"87",11.3950641060718,5.11957952679782
"88",12.5942354889702,4.2653471564064
"89",11.0581047238931,3.03458034516183
"90",9.97510245975713,2.43091400742882
"91",9.30582715664882,2.25201181653101
"92",10.8999292754008,1.74319827441114
"93",10.6620544593868,1.73412796224346
"94",9.92860544129542,1.56314769067187
"95",10.6817681563277,1.39861562193673
"96",10.3379500130191,1.14953172602468
"97",10.0490506059711,0.97368156517807
"98",12.1617096972073,1.10782311931636
"99",12.1932331610659,0.981331098078214
"100",12.4967954807171,1.15375495783933
"101",12.3953207003738,1.06310047997422
"102",12.9438482597798,0.814633432010726
"103",9.80685974526629,0.836803541390643
"104",9.55352045836579,0.858954078615059
"105",11.1985311345638,1.01795245463971
"106",10.6095318778378,0.851277763209046
"107",13.6517059304769,0.761775593705804
"108",10.7449208266285,0.709635829483676
"109",13.0998846606381,0.65104140296074
"110",13.4557337228744,0.644514140183301
"111",11.2295851258941,0.812444079076499
"112",10.8543427520637,0.687078920015878
"113",13.0360613607306,0.650928991501251
"114",11.3152340100796,0.527548508242338
"115",11.0946002644066,0.530332473105377
"116",10.8605028255701,0.593986546574968
"117",12.0288279831132,0.564562844443865
"118",11.9350348813507,0.592561225202692
"119",11.0718731909622,0.688714919807922
"120",11.3160978298297,0.691073053437437
"121",9.23129260187914,0.627771814206856
"122",11.4056755444906,0.722152408935816
"123",11.7093246359697,0.9003867170642
"124",10.811742338534,0.831474948047796
"125",10.4136577790512,0.843884380984438
"126",10.8606654237958,0.707646920576792
"127",10.0268443229571,0.696684335909126
"128",13.0934440179418,0.820318806677655
"129",11.1610253735193,0.685782444024588
"130",10.9485625233323,0.732095289958183
"131",8.93517237572993,0.671927775685882
"132",10.141769812857,0.60916163635607
"133",9.70837009582893,0.734220886176147
"134",10.9230924745212,0.769040035506417
"135",10.9745417157713,0.646937255369727
"136",9.44052798492486,0.686616314193924
"137",10.4515425805415,0.85422184786693
"138",10.0642211444962,0.863097204408998
"139",9.72022207191462,0.825699514164876
"140",9.25899377648078,0.78207556275415
"141",8.35080915912363,0.952137254546998
"142",10.4569230889492,0.891843718245349
"143",8.33509073811406,0.863548757632411
"144",9.09680787539077,0.905213095398743
"145",8.68687878457179,0.812540316801072
"146",9.00060785923171,0.952584372919019
"147",12.1992736533906,1.06746555106371
"148",12.0806954392381,0.891873381730337
"149",11.404268519668,0.965734435702052
"150",10.4225863472522,0.88261073187561
"151",11.7731282333358,0.757540111347132
"152",9.1790697757,0.933262510582412
"153",11.9684757173631,0.959577434593887
"154",10.8250161952185,0.895335256585268
"155",10.1758397150378,1.11819481702134
"156",9.44997494376868,0.961209912893813
"157",9.81633523983891,0.914350506877679
"158",9.17297756793408,0.80108978221042
"159",11.0528746592746,0.733135371159907
